player_age,player_height,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,player_positions,strengths,weaknesses,player_style,BootsName
29,175,39,2015,4,2,4,0,0.8992787128509847,88.97901661933058,0.6434753889848702,3,6.675363946241907,1.3130492220302594,0.4710164073434198,0.5855082036717099,0.05724589816414504,0.657245898164145,0.7137705091792748,0.05724589816414504,0,0.7137705091792748,0.4565246110151298,0.0,0.6565246110151297,0.4710164073434198,40.52839441220354,0.11449179632829008,1.128262305507565,0.08550820367170993,['Midfielder'],"['Concentration', 'Ball interception']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles']",King Ultimate
30,176,48,2963,6,1,6,0,1.2822066112791335,92.53477567616338,0.3152514760464571,3,6.861357496907008,1.9694970479070857,0.6898323493023619,0.6949161746511809,0.002541912674409519,0.6025419126744095,0.9872904366279525,0.002541912674409519,0,0.9872904366279525,0.7847485239535429,0.0,0.9847485239535428,0.6898323493023619,55.79080636383974,0.005083825348819038,1.2923742619767715,0.19491617465118097,"['Defender', 'Defensive Midfielder']","['Passing', 'Blocking the ball']",['Discipline'],"['Does not dive into tackles', 'Commits fouls often']",King Ultimate
28,177,19,905,1,1,3,0,0.7784217146013391,86.02157828539866,0.2755239988953131,0,6.53,1.0676325719020088,0.5676325719020087,0.8568434292026782,0.010789142699330446,1.0568434292026783,0.4107891426993305,0.18921085730066955,0,0.7676325719020087,0.3784217146013391,0.0,0.5784217146013391,0.5676325719020087,29.670530287608035,0.11078914269933045,0.7323674280979913,0.08921085730066956,"['Defender', 'Midfielder']","['Passing', 'Dribbling', 'Holding on to the ball', 'Ball interception', 'Concentration', 'Tackling']",[],"['Likes to tackle', 'Commits fouls often']",King Ultimate
28,175,33,1328,2,2,3,0,0.6220004299807139,86.40428970696378,0.8811424885879595,3,6.5406859231334895,0.8377150228240812,0.3125716742746937,0.5062858371373469,0.09685708143132658,0.6968570814313265,0.5157145928433671,0.09685708143132658,0,0.5157145928433671,0.21885751141204057,0.0,0.4188575114120406,0.3125716742746937,29.47687428065989,0.19371416286265317,1.0094287557060202,0.006285837137346851,['Defensive Midfielder'],"['Tackling', 'Ball interception']",['Aerial Duels'],"['Plays the ball off the ground often', 'Likes to tackle']",King Ultimate
30,177,37,2227,4,1,5,0,1.1182052056318903,90.26394975546734,0.26364104112637804,1,6.746379539829685,1.6727693701374022,0.663641041126378,0.7727179177472439,0.0,0.7817947943681098,0.7818462467582683,0.07271791774724393,0,0.9272820822527561,0.6545641645055122,0.0,0.8545641645055122,0.663641041126378,46.792157980742935,0.03635895887362196,1.0818462467582681,0.16364104112637806,['Midfielder'],"['Passing', 'Tackling', 'Ball interception']","['Discipline', 'Concentration']","['Likes to shoot from distance', 'Likes to play short passes', 'Likes to tackle']",King Ultimate
30,177,39,2333,5,1,5,0,1.1428220094618367,90.59381492678861,0.2685644018923673,2,6.763118966434049,1.717079617031306,0.6685644018923673,0.7628711962152653,0.0,0.7571779905381634,0.811386411354204,0.06287119621526534,0,0.9371288037847347,0.6742576075694694,0.0,0.8742576075694694,0.6685644018923673,48.10669530526208,0.03143559810763267,1.111386411354204,0.16856440189236735,['Defensive Midfielder'],['Concentration'],[],"['Likes to shoot from distance', 'Likes to play short passes']",King Ultimate
29,175,40,2126,4,2,4,0,0.944000516184708,89.39429050742943,0.6051424146988217,3,6.6970859650040016,1.3897151706023567,0.4965717235341188,0.5982858617670594,0.05085706911647028,0.6508570691164702,0.7457146544176486,0.05085706911647028,0,0.7457146544176486,0.49485758530117835,0.0,0.6948575853011784,0.4965717235341188,42.31087771650479,0.10171413823294057,1.1474287926505893,0.09828586176705945,"['Attacking Midfielder', 'Forward']","['Dribbling', 'Long shots', 'Taking set-pieces', 'Defensive contribution']",['Aerial Duels'],"['Likes to shoot from distance', 'Likes to do layoffs', 'Likes to dribble', 'Gets fouled often']",King Ultimate
30,176,47,2847,6,1,6,0,1.2352965317482651,92.09918208051961,0.3554601156443441,3,6.838572601134872,1.8890797687113117,0.6630265895704371,0.6815132947852186,0.009243352607390704,0.6092433526073907,0.9537832369630466,0.009243352607390704,0,0.9537832369630466,0.7445398843556559,0.0,0.9445398843556558,0.6630265895704371,53.921104622537996,0.018486705214781407,1.2722699421778279,0.1815132947852186,"['Defender', 'Midfielder']","['Aerial Duels', 'Passing', 'Concentration', 'Blocking the ball']",[],"['Indirect set-piece threat', 'Does not dive into tackles']",King Ultimate
28,177,21,963,1,1,3,0,0.750141554170225,86.04985844582977,0.3745045604042124,0,6.53,1.0252123312553376,0.5252123312553375,0.80028310834045,0.024929222914887497,1.00028310834045,0.4249292229148875,0.1750707770851125,0,0.7252123312553376,0.350141554170225,0.0,0.550141554170225,0.5252123312553375,29.500849325021353,0.1249292229148875,0.7747876687446624,0.0750707770851125,"['Midfielder', 'Forward']",[],"['Aerial Duels', 'Discipline']","['Plays the ball off the ground often', 'Gets fouled often', 'Likes to tackle', 'Commits fouls often']",King Ultimate
28,176,24,1030,1,1,3,0,0.7179234153928741,86.08207658460712,0.4872680461249408,1,6.53,0.9768851230893112,0.4768851230893111,0.7358468307857481,0.04103829230356298,0.9358468307857482,0.441038292303563,0.15896170769643703,0,0.6768851230893111,0.31792341539287405,0.0,0.517923415392874,0.4768851230893111,29.307540492357244,0.141038292303563,0.8231148769106889,0.05896170769643703,"['Defender', 'Midfielder']",['Passing'],[],['Likes to play short passes'],King Ultimate
28,177,21,961,1,1,3,0,0.7511102277086098,86.04888977229139,0.371114203019866,0,6.53,1.0266653415629148,0.5266653415629146,0.8022204554172194,0.024444886145695136,1.0022204554172196,0.42444488614569514,0.1755551138543049,0,0.7266653415629146,0.3511102277086098,0.0,0.5511102277086097,0.5266653415629146,29.50666136625166,0.12444488614569514,0.7733346584370854,0.07555511385430487,['Defender'],['Passing'],['Concentration'],"['Likes to dribble', 'Plays the ball off the ground often', 'Likes to tackle']",King Ultimate
28,175,29,1179,1,2,3,0,0.6457596330983245,86.15424036690167,0.7398412841558644,2,6.53,0.8686394496474867,0.36863944964748674,0.591519266196649,0.07712018345083776,0.791519266196649,0.47712018345083773,0.12287981654916225,0,0.5686394496474867,0.2457596330983245,0.0,0.4457596330983245,0.36863944964748674,28.874557798589947,0.17712018345083777,0.9313605503525133,0.022879816549162248,['Defensive Midfielder'],"['Blocking the ball', 'Tackling', 'Ball interception', 'Concentration']",[],"['Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to play long balls', 'Likes to tackle']",King Ultimate
29,177,20,1026,1,1,3,0,0.8384899549143965,86.51576539585291,0.2076979909828793,0,6.55617316934179,1.1692819188459138,0.6076979909828792,0.8846040180342414,0.0,1.0615100450856036,0.44618794589727584,0.18460401803424142,0,0.8153959819657587,0.4307919639315172,0.0,0.6307919639315172,0.6076979909828792,31.855363592428773,0.09230200901712071,0.7461879458972758,0.1076979909828793,['Defender'],"['Key passes', 'Crossing']","['Aerial Duels', 'Passing']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to cross']",King Ultimate
28,175,37,1776,3,2,4,0,0.8028260170396376,88.0833844439395,0.7261491282517392,3,6.628515493990681,1.1477017434965218,0.4159005811655072,0.5579502905827536,0.0710248547086232,0.6710248547086232,0.6448757264568841,0.0710248547086232,0,0.6448757264568841,0.3738508717482608,0.0,0.5738508717482609,0.4159005811655072,36.68406553629413,0.1420497094172464,1.0869254358741305,0.05795029058275361,"['Midfielder', 'Forward']","['Passing', 'Key passes', 'Dribbling', 'Holding on to the ball', 'Long shots']",['Defensive contribution'],"['Likes to do layoffs', 'Likes to cut inside', 'Likes to play short passes', 'Does not dive into tackles']",King Ultimate
28,175,35,1553,2,2,3,0,0.7128549010778031,87.24793836715104,0.8032672276475974,3,6.584815237666362,0.9934655447048053,0.3644885149016017,0.5322442574508008,0.08387787127459956,0.6838778712745995,0.5806106436270022,0.08387787127459956,0,0.5806106436270022,0.2967327723524027,0.0,0.49673277235240265,0.3644885149016017,33.098073914386724,0.16775574254919912,1.0483663861762014,0.03224425745080089,"['Defender', 'Midfielder']","['Tackling', 'Aerial Duels', 'Key passes', 'Through balls', 'Blocking the ball', 'Defensive contribution']",['Discipline'],"['Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",King Ultimate
29,177,20,1011,1,1,3,0,0.8351511738287135,86.47102572930476,0.2070302347657427,0,6.553902798203525,1.1632721128916843,0.6070302347657427,0.8859395304685146,0.0,1.0648488261712865,0.4421814085944562,0.18593953046851464,0,0.8140604695314855,0.4281209390629708,0.0,0.6281209390629707,0.6070302347657427,31.6770726824533,0.09296976523425732,0.7421814085944561,0.1070302347657427,['Defender'],"['Key passes', 'Crossing']","['Aerial Duels', 'Passing']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to cross']",King Ultimate
29,177,23,1272,2,1,3,0,0.8959398102177916,87.2855934569184,0.2191879620435583,0,6.595239070948098,1.272691658392025,0.6191879620435583,0.8616240759128834,0.0,1.0040601897822086,0.5151277722613499,0.1616240759128834,0,0.8383759240871167,0.4767518481742332,0.0,0.6767518481742332,0.6191879620435583,34.92318586563007,0.0808120379564417,0.8151277722613498,0.1191879620435583,"['Defender', 'Midfielder']","['Aerial Duels', 'Dribbling', 'Passing', 'Ball interception']","['Concentration', 'Holding on to the ball', 'Discipline']","['Likes to play short passes', 'Commits fouls often']",King Ultimate
29,177,29,1648,3,1,4,0,0.9832981217447883,88.45619483138016,0.23665962434895765,1,6.654642722786456,1.4299366191406189,0.6366596243489576,0.8266807513020846,0.0,0.9167018782552118,0.619957746093746,0.1266807513020847,0,0.8733192486979153,0.5466384973958307,0.0,0.7466384973958307,0.6366596243489576,39.58811970117169,0.06334037565104235,0.9199577460937459,0.13665962434895768,['Defender'],['Tackling'],[],"['Indirect set-piece threat', 'Likes to tackle']",King Ultimate
28,177,19,914,1,1,3,0,0.7742921180375436,86.02570788196246,0.28997758686859765,0,6.53,1.0614381770563153,0.5614381770563153,0.848584236075087,0.012853940981228232,1.0485842360750872,0.41285394098122824,0.1871460590187718,0,0.7614381770563153,0.3742921180375436,0.0,0.5742921180375435,0.5614381770563153,29.645752708225263,0.11285394098122824,0.7385618229436847,0.08714605901877177,"['Defender', 'Midfielder']",[],['Aerial Duels'],"['Plays the ball off the ground often', 'Likes to play long balls', 'Does not dive into tackles']",King Ultimate
30,176,45,2667,6,1,6,0,1.1625704538293802,91.42386849984425,0.4177967538605313,3,6.803248506145699,1.7644064922789373,0.6214688307596458,0.6607344153798229,0.019632792310088548,0.6196327923100885,0.9018360384495572,0.019632792310088548,0,0.9018360384495572,0.6822032461394687,0.0,0.8822032461394687,0.6214688307596458,51.02245094548529,0.039265584620177096,1.2411016230697345,0.16073441537982291,"['Attacking Midfielder', 'Forward']",['Defensive contribution'],[],"['Likes to play short passes', 'Likes to do layoffs']",King Ultimate
28,175,35,1597,2,2,3,0,0.730599041220225,87.41270538275924,0.7880579646683785,3,6.593433820021253,1.023884070663243,0.3746280235544143,0.5373140117772072,0.08134299411139642,0.6813429941113964,0.5932850294430179,0.08134299411139642,0,0.5932850294430179,0.3119420353316215,0.0,0.5119420353316215,0.3746280235544143,33.805304642920404,0.16268598822279284,1.0559710176658108,0.03731401177720717,"['Defender', 'Midfielder']",['Passing'],['Aerial Duels'],['Likes to play short passes'],King Ultimate
28,175,31,1229,1,2,3,0,0.6214882003020045,86.178511799698,0.8247912989429844,2,6.53,0.8322323004530068,0.33223230045300667,0.5429764006040089,0.08925589984899779,0.7429764006040089,0.48925589984899776,0.11074410015100222,0,0.5322323004530067,0.22148820030200445,0.0,0.42148820030200446,0.33223230045300667,28.72892920181203,0.1892558998489978,0.9677676995469933,0.010744100151002217,['Defender'],"['Crossing', 'Through balls', 'Ball interception']","['Passing', 'Finishing']","['Likes to cross', 'Likes to play long balls', 'Plays the ball off the ground often', 'Likes to shoot from distance']",King Ultimate
28,176,24,1051,1,1,3,0,0.7078684483831301,86.09213155161687,0.5224604306590446,1,6.53,0.9618026725746953,0.4618026725746952,0.7157368967662603,0.04606577580843493,0.9157368967662604,0.44606577580843493,0.15393422419156508,0,0.6618026725746953,0.30786844838313016,0.0,0.5078684483831302,0.4618026725746952,29.247210690298783,0.14606577580843494,0.8381973274253047,0.05393422419156507,"['Defender', 'Defensive Midfielder', 'Midfielder']","['Aerial Duels', 'Passing', 'Key passes', 'Dribbling', 'Holding on to the ball', 'Ball interception']",['Concentration'],"['Likes to play long balls', 'Likes to cross', 'Plays the ball off the ground often']",King Ultimate
28,175,36,1607,2,2,3,0,0.7347918913851562,87.4516389914336,0.7844640930984376,3,6.595470347244219,1.031071813803125,0.37702393793437494,0.5385119689671874,0.08074401551640625,0.6807440155164062,0.5962799224179687,0.08074401551640625,0,0.5962799224179687,0.31553590690156247,0.0,0.5155359069015625,0.37702393793437494,33.972419670922655,0.1614880310328125,1.0577679534507813,0.038511968967187504,['Midfielder'],"['Holding on to the ball', 'Key passes', 'Defensive contribution']","['Finishing', 'Aerial Duels', 'Passing']","['Likes to dribble', 'Gets fouled often']",King Ultimate
28,177,19,903,1,1,3,0,0.7792182599846986,86.0207817400153,0.2727360900535548,0,6.53,1.0688273899770482,0.568827389977048,0.8584365199693973,0.010390870007650682,1.0584365199693972,0.4103908700076507,0.18960912999234933,0,0.768827389977048,0.37921825998469866,0.0,0.5792182599846987,0.568827389977048,29.675309559908193,0.11039087000765069,0.731172610022952,0.08960912999234932,"['Defender', 'Midfielder']","['Passing', 'Dribbling', 'Holding on to the ball', 'Ball interception', 'Concentration', 'Tackling']",[],"['Likes to tackle', 'Commits fouls often']",King Ultimate
30,176,43,2456,5,1,5,0,1.0773975675196954,90.63297741268289,0.49080208498311834,3,6.761878818509566,1.6183958300337633,0.5727986100112544,0.6363993050056271,0.03180034749718639,0.6318003474971864,0.8409982625140681,0.03180034749718639,0,0.8409982625140681,0.6091979150168817,0.0,0.8091979150168817,0.5727986100112544,47.627703048285,0.06360069499437278,1.2045989575084408,0.13639930500562725,['Attacking Midfielder'],"['Crossing', 'Key passes', 'Taking set-pieces', 'Passing', 'Through balls', 'Holding on to the ball', 'Long shots']",[],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to cross']",King Ultimate
28,177,19,906,1,1,3,0,0.7779896150944647,86.02201038490554,0.27703634716937375,0,6.53,1.0669844226416971,0.5669844226416969,0.8559792301889293,0.011005192452767676,1.0559792301889295,0.4110051924527677,0.18899480754723233,0,0.766984422641697,0.37798961509446466,0.0,0.5779896150944647,0.5669844226416969,29.667937690566788,0.11100519245276769,0.733015577358303,0.08899480754723232,"['Defender', 'Midfielder']","['Holding on to the ball', 'Passing']",[],['Likes to play short passes'],King Ultimate
29,177,25,1350,2,1,3,0,0.9139675812709709,87.52716558903101,0.22279351625419416,0,6.60749795526426,1.3051416462877476,0.6227935162541941,0.8544129674916117,0.0,0.9860324187290292,0.536761097525165,0.15441296749161168,0,0.8455870325083884,0.4911740650167767,0.0,0.6911740650167767,0.6227935162541941,35.88586883986984,0.07720648374580584,0.8367610975251649,0.12279351625419417,['Defender'],"['Passing', 'Concentration']",['Tackling'],"['Indirect set-piece threat', 'Does not dive into tackles']",King Ultimate
29,175,39,2014,4,2,4,0,0.8989754520383795,88.97620062607066,0.6437353268242463,3,6.675216648132928,1.3125293463515075,0.4708431154505025,0.5854215577252513,0.05728922113737437,0.6572892211373743,0.7135538943131281,0.05728922113737437,0,0.7135538943131281,0.4562646731757538,0.0,0.6562646731757538,0.4708431154505025,40.51630730267255,0.11457844227474874,1.1281323365878768,0.08542155772525127,['Midfielder'],"['Holding on to the ball', 'Tackling', 'Defensive contribution', 'Aerial Duels', 'Ball interception']","['Crossing', 'Finishing']","['Likes to play short passes', 'Indirect set-piece threat', 'Likes to tackle']",King Ultimate
28,175,30,1198,1,2,3,0,0.6363970468155014,86.1636029531845,0.7726103361457453,2,6.53,0.8545955702232522,0.35459557022325205,0.5727940936310028,0.08180147659224932,0.7727940936310027,0.4818014765922493,0.1181985234077507,0,0.5545955702232521,0.2363970468155014,0.0,0.4363970468155014,0.35459557022325205,28.818382280893008,0.18180147659224932,0.9454044297767479,0.01819852340775069,['Defensive Midfielder'],"['Blocking the ball', 'Tackling', 'Ball interception', 'Concentration']",[],"['Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to play long balls', 'Likes to tackle']",King Ultimate
30,176,46,2766,6,1,6,0,1.2025114082794404,91.79474879116623,0.3835616500461939,3,6.822648398307157,1.832876699907612,0.6442922333025374,0.6721461166512687,0.013926941674365659,0.6139269416743657,0.9303652916281717,0.013926941674365659,0,0.9303652916281717,0.7164383499538061,0.0,0.916438349953806,0.6442922333025374,52.61438327285198,0.027853883348731318,1.2582191749769032,0.1721461166512687,['Midfielder'],"['Dribbling', 'Passing', 'Ball interception']",[],['Likes to shoot from distance'],King Ultimate
30,177,48,2993,6,1,6,0,1.2965239347344046,92.65342072544102,0.2993047869468809,2,6.867636275619395,1.9937430825219284,0.6993047869468809,0.7013904261062381,0.0,0.6034760652655954,0.9958287216812856,0.0013904261062381408,0,0.9986095738937618,0.7972191477875238,0.0,0.9972191477875237,0.6993047869468809,56.31437811481721,0.0006952130531190704,1.2958287216812856,0.19930478694688095,['Midfielder'],"['Tackling', 'Direct free-kicks', 'Concentration', 'Ball interception']",[],"['Likes to shoot from distance', 'Likes to tackle', 'Commits fouls often']",King Ultimate
30,177,33,1957,4,1,5,0,1.0553736512887828,89.42200692726969,0.25107473025775656,1,6.703654082876373,1.5596725723198093,0.6510747302577565,0.7978505394844868,0.0,0.8446263487112171,0.7064483815465394,0.09785053948448685,0,0.9021494605155131,0.6042989210310263,0.0,0.8042989210310263,0.6510747302577565,43.436952978821004,0.04892526974224343,1.0064483815465395,0.15107473025775658,"['Defender', 'Midfielder']",['Concentration'],"['Passing', 'Aerial Duels']",[],King Ultimate
29,177,30,1757,3,1,4,0,1.0087055015743895,88.79665372109682,0.2417411003148779,1,6.671919741070585,1.475669902833901,0.6417411003148779,0.8165177993702442,0.0,0.8912944984256106,0.6504466018892674,0.1165177993702442,0,0.8834822006297558,0.5669644012595116,0.0,0.7669644012595116,0.6417411003148779,40.9448737840724,0.0582588996851221,0.9504466018892674,0.1417411003148779,['Defender'],['Ball interception'],"['Crossing', 'Discipline']",['Likes to dribble'],King Ultimate
28,177,21,952,1,1,3,0,0.755578437905854,86.04442156209414,0.3554754673295112,0,6.53,1.033367656858781,0.5333676568587808,0.8111568758117079,0.022210781047073025,1.011156875811708,0.42221078104707305,0.177789218952927,0,0.7333676568587809,0.355578437905854,0.0,0.5555784379058539,0.5333676568587808,29.533470627435126,0.12221078104707303,0.7666323431412191,0.07778921895292698,"['Defender', 'Midfielder']","['Aerial Duels', 'Blocking the ball']",['Concentration'],[],King Ultimate
29,177,21,1118,1,1,3,0,0.8599326836668415,86.80309796113568,0.21198653673336829,0,6.570754224893452,1.2078788306003145,0.6119865367333682,0.8760269265332634,0.0,1.0400673163331586,0.4719192204002097,0.17602692653326346,0,0.8239730734667366,0.4479461469334731,0.0,0.6479461469334731,0.6119865367333682,33.00040530780933,0.08801346326663173,0.7719192204002097,0.11198653673336828,['Defender'],"['Tackling', 'Concentration', 'Ball interception']","['Aerial Duels', 'Passing', 'Discipline']","['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to dribble', 'Likes to tackle', 'Commits fouls often']",King Ultimate
29,176,43,2422,5,1,5,0,1.0636693800174604,90.50550138587641,0.5025691028421768,3,6.755210841722767,1.5948617943156465,0.5649539314385488,0.6324769657192744,0.033761517140362796,0.6337615171403628,0.831192414298186,0.033761517140362796,0,0.831192414298186,0.5974308971578233,0.0,0.7974308971578232,0.5649539314385488,47.08053671783878,0.06752303428072559,1.1987154485789115,0.13247696571927442,"['Attacking Midfielder', 'Forward']","['Key passes', 'Direct free-kicks', 'Through balls', 'Concentration']",['Tackling'],"['Likes to do layoffs', 'Gets fouled often', 'Likes to dribble', 'Commits fouls often']",King Ultimate
30,177,47,2885,6,1,6,0,1.2714548519562596,92.31749501621388,0.2942909703912519,2,6.850589299330257,1.9486187335212672,0.6942909703912519,0.7114180592174961,0.0,0.6285451480437404,0.9657458223475115,0.011418059217496168,0,0.9885819407825038,0.7771638815650077,0.0,0.9771638815650077,0.6942909703912519,54.97568909446426,0.005709029608748084,1.2657458223475115,0.19429097039125193,['Defender'],"['Aerial Duels', 'Concentration', 'Ball interception']",[],"['Indirect set-piece threat', 'Likes to play short passes']",King Ultimate
28,175,38,1834,3,2,4,0,0.8262420524145286,88.3008190581349,0.7060782407875469,3,6.639888996887057,1.1878435184249063,0.4292811728083021,0.564640586404151,0.06767970679792448,0.6676797067979244,0.6616014660103776,0.06767970679792448,0,0.6616014660103776,0.3939217592124532,0.0,0.5939217592124532,0.4292811728083021,37.61736180337907,0.13535941359584897,1.0969608796062267,0.06464058640415105,['Defensive Midfielder'],['Tackling'],['Passing'],"['Likes to tackle', 'Commits fouls often']",King Ultimate
29,176,41,2173,4,1,5,0,0.9631534352203563,89.57213904133188,0.5887256269539803,3,6.706388811392745,1.4225487460920392,0.5075162486973464,0.6037581243486732,0.048120937825663394,0.6481209378256634,0.7593953108716831,0.048120937825663394,0,0.7593953108716831,0.5112743730460196,0.0,0.7112743730460196,0.5075162486973464,43.074258346639915,0.09624187565132679,1.15563718652301,0.10375812434867322,"['Attacking Midfielder', 'Forward']","['Dribbling', 'Long shots', 'Through balls', 'Finishing', 'Key passes', 'Defensive contribution']",[],"['Likes to play long balls', 'Likes to dribble', 'Likes to do layoffs']",King Ultimate
30,176,44,2493,5,1,5,0,1.0921132712266246,90.76962323281866,0.47818862466289325,3,6.769026446024361,1.6436227506742136,0.5812075835580711,0.6406037917790355,0.029698104110482224,0.6296981041104822,0.8515094794475889,0.029698104110482224,0,0.8515094794475889,0.6218113753371068,0.0,0.8218113753371068,0.5812075835580711,48.214228953175464,0.05939620822096445,1.2109056876685533,0.14060379177903556,"['Defender', 'Midfielder']","['Aerial Duels', 'Concentration']",['Crossing'],['Likes to play long balls'],King Ultimate
29,175,38,1904,3,2,4,0,0.8545407216655058,88.56359241546541,0.6818222385724236,3,6.65363406480896,1.2363555228551528,0.4454518409517176,0.5727259204758588,0.06363703976207061,0.6636370397620706,0.681814801189647,0.06363703976207061,0,0.681814801189647,0.41817776142757646,0.0,0.6181777614275764,0.4454518409517176,38.7452659063823,0.12727407952414121,1.1090888807137882,0.0727259204758588,"['Defender', 'Midfielder']","['Passing', 'Through balls', 'Dribbling']",['Aerial Duels'],"['Likes to play long balls', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Gets fouled often', 'Likes to tackle']",King Ultimate
28,175,33,1322,2,2,3,0,0.6197525420953275,86.38341646231376,0.8830692496325765,3,6.539594091874873,0.8338615007348473,0.31128716691161573,0.5056435834558078,0.09717820827209607,0.697178208272096,0.5141089586395197,0.09717820827209607,0,0.5141089586395197,0.2169307503674236,0.0,0.41693075036742366,0.31128716691161573,29.3872798920852,0.19435641654419214,1.0084653751837118,0.005643583455807871,"['Defender', 'Midfielder']",['Long shots'],"['Holding on to the ball', 'Passing', 'Aerial Duels', 'Tackling']","['Likes to shoot from distance', 'Commits fouls often']",King Ultimate
28,177,18,876,1,1,3,0,0.7924894589884223,86.00751054101158,0.22628689354052223,0,6.53,1.0887341884826336,0.5887341884826334,0.8849789179768446,0.003755270505788874,1.0849789179768445,0.4037552705057889,0.19624472949421112,0,0.7887341884826334,0.39248945898842225,0.0,0.5924894589884222,0.5887341884826334,29.754936753930533,0.10375527050578888,0.7112658115173666,0.09624472949421113,['Midfielder'],"['Key passes', 'Passing', 'Through balls', 'Dribbling']","['Discipline', 'Aerial Duels']",['Likes to shoot from distance'],King Ultimate
30,177,41,2467,5,1,5,0,1.174108852087318,91.01305861797006,0.2748217704174636,2,6.784394019419376,1.7733959337571723,0.6748217704174635,0.7503564591650728,0.0,0.725891147912682,0.8489306225047815,0.05035645916507284,0,0.9496435408349272,0.6992870816698544,0.0,0.8992870816698544,0.6748217704174635,49.77741270146278,0.02517822958253642,1.1489306225047815,0.1748217704174636,"['Defender', 'Midfielder']","['Aerial Duels', 'Concentration']",['Crossing'],['Likes to play long balls'],King Ultimate
28,176,25,1066,1,1,3,0,0.7005502988215229,86.09944970117847,0.5480739541246697,1,6.53,0.9508254482322844,0.4508254482322843,0.7011005976430458,0.04972485058923855,0.9011005976430458,0.44972485058923856,0.15027514941076148,0,0.6508254482322844,0.30055029882152295,0.0,0.5005502988215229,0.4508254482322843,29.20330179292914,0.14972485058923857,0.8491745517677156,0.05027514941076146,['Defender'],"['Aerial Duels', 'Passing']",['Discipline'],['Commits fouls often'],King Ultimate
28,175,37,1795,3,2,4,0,0.8106148168717388,88.155709013809,0.7194730141099381,3,6.632298625337702,1.1610539717801236,0.4203513239267078,0.5601756619633539,0.06991216901832303,0.669912169018323,0.6504391549083848,0.06991216901832303,0,0.6504391549083848,0.38052698589006184,0.0,0.5805269858900618,0.4203513239267078,36.994504843887874,0.13982433803664607,1.090263492945031,0.06017566196335394,['Defensive Midfielder'],"['Passing', 'Tackling']","['Aerial Duels', 'Concentration']","['Likes to shoot from distance', 'Commits fouls often']",King Ultimate
29,177,26,1472,2,1,4,0,0.9424202471887339,87.90843131232903,0.22848404943774678,0,6.626845768088339,1.356356444939721,0.6284840494377467,0.8430319011245064,0.0,0.9575797528112663,0.5709042966264806,0.14303190112450648,0,0.8569680988754935,0.5139361977509871,0.0,0.713936197750987,0.6284840494377467,37.40524119987839,0.07151595056225324,0.8709042966264806,0.12848404943774677,['Midfielder'],"['Blocking the ball', 'Passing', 'Through balls', 'Holding on to the ball']","['Tackling', 'Crossing', 'Finishing', 'Concentration']","['Likes to play short passes', 'Does not dive into tackles']",King Ultimate
28,175,33,1337,2,2,3,0,0.625820863148173,86.43976515780447,0.8778678315872803,3,6.542541562100541,0.8442643368254394,0.3147547789418131,0.5073773894709066,0.09631130526454673,0.6963113052645467,0.5184434736772664,0.09631130526454673,0,0.5184434736772664,0.22213216841271968,0.0,0.4221321684127197,0.3147547789418131,29.629145831191465,0.19262261052909346,1.01106608420636,0.007377389470906559,"['Attacking Midfielder', 'Forward']",['Dribbling'],"['Finishing', 'Holding on to the ball', 'Defensive contribution', 'Discipline']","['Likes to dribble', 'Does not dive into tackles', 'Commits fouls often']",King Ultimate
30,177,36,2169,4,1,5,0,1.1047821669899485,90.08408103766531,0.2609564333979897,1,6.7372518735531655,1.6486079005819072,0.6609564333979896,0.7780871332040206,0.0,0.7952178330100517,0.7657386003879381,0.07808713320402064,0,0.9219128667959794,0.6438257335919588,0.0,0.8438257335919588,0.6609564333979896,46.07536771726325,0.03904356660201032,1.065738600387938,0.1609564333979897,"['Defender', 'Midfielder']","['Tackling', 'Blocking the ball', 'Concentration']","['Aerial Duels', 'Passing', 'Discipline']","['Likes to play long balls', 'Likes to tackle', 'Clears the ball out of defence often', 'Commits fouls often']",King Ultimate
29,177,33,1928,3,1,4,0,1.0486604883855692,89.33205054436662,0.24973209767711385,1,6.699089132102188,1.5475888790940246,0.6497320976771138,0.8005358046457722,0.0,0.8513395116144308,0.6983925860626832,0.1005358046457723,0,0.8994641953542277,0.5989283907084555,0.0,0.7989283907084554,0.6497320976771138,43.0784700797894,0.05026790232288615,0.9983925860626831,0.14973209767711387,['Midfielder'],"['Passing', 'Through balls', 'Key passes', 'Dribbling', 'Tackling', 'Concentration']",[],"['Gets fouled often', 'Likes to play short passes', 'Likes to do layoffs', 'Likes to tackle']",King Ultimate
